paper_id,sentence_id,sentence
2405.17935,2405.17935_S032,"Upon receiving outputs from tools, LLMs must synthesize information relevant to user queries and integrate their own knowledge to construct comprehensive responses."
2405.17935,2405.17935_S033,"ConAgents proposes a schema-free method, enabling the observing agent to dynamically generate a function adaptive to extracting the target output following the instruction."
2406.01297,2406.01297_S001,Self-correction is an approach to improving responses from large language models (LLMs) by refining the responses using LLMs during inference.
2406.01297,2406.01297_S002,"The simplest approach of self-correction prompts LLMs to provide feedback on their own responses and refine the responses using the feedback, under the hypothesis that recognizing errors is easier than avoiding them."
2406.01297,2406.01297_S003,"Self-correction has also been studied using additional information for improving feedback, including external tools such as code interpreters, external knowledge retrieved via web search, or fine-tuning."
2406.01297,2406.01297_S004,"We define self-correction as a framework that refines responses from LLMs using LLMs during inference, possibly with external tools or knowledge."
2406.01297,2406.01297_S005,Initial Response Generation is a stage of generating initial responses from an LLM.
2406.01297,2406.01297_S006,Feedback model generates feedback given the original input and initial response. This stage may use external tools or knowledge.
2406.01297,2406.01297_S007,"Refinement model generates a refined response, given the input, initial response, and feedback."
2406.01297,2406.01297_S008,Direct refinement is another approach that refines responses without generating feedback explicitly.
2406.01297,2406.01297_S009,Post-hoc correction refines responses after they are generated.
2406.01297,2406.01297_S010,Generation-time correction or step-level correction improves step-by-step reasoning by providing feedback on intermediate reasoning steps.
2406.01297,2406.01297_S011,Cross-model correction generates feedback or refines the responses using models different from the model that generates initial responses.
2406.01297,2406.01297_S012,Intrinsic self-correction prompts LLMs to generate feedback on their own responses.
2406.01297,2406.01297_S013,"Prompting strategies include simple zero-shot or few-shot prompts, decomposing the responses, and evaluating confidence."
2406.01297,2406.01297_S014,"In general tasks, no prior work shows reliable evidence of successful self-correction with in-context learning."
2406.01297,2406.01297_S015,"In tasks with specific properties that are exceptionally favorable for self-correction (e.g., responses are decomposable), self-correction is effective even with in-context learning."
2406.01297,2406.01297_S016,Self-correction is effective in tasks where reliable external feedback is available.
2406.01297,2406.01297_S017,Fine-tuning enables self-correction when large training data is available but is unexplored for small training data.
2406.04520,2406.04520_S001,"We focus our evaluation on the planning capabilities of LLMs with full information on the task, by providing outputs from tools such as Google Flights, Google Maps, and Google Calendar as contexts to the models."
2406.04520,2406.04520_S002,We find that model performance drops drastically as the complexity of the problem increases.
2406.04520,2406.04520_S003,Trip Planning is a task focusing on planning a trip itinerary under given constraints.
2406.04520,2406.04520_S004,"We add enough constraints such that there is only one solution to the task, which makes the evaluation of the predictions straightforward."
2406.04520,2406.04520_S005,"We add the preference of commuting between cities using direct flights only, excluding the possibility of visiting city Y after X if there is no direct flight from X to Y."
2406.04520,2406.04520_S006,We evaluate if models can self-correct their mistakes across various categories of tasks in NATURAL PLAN.
2406.04520,2406.04520_S007,Here we prompt the model to identify if there are any mistakes and self correct if necessary.
2406.04520,2406.04520_S008,We evaluate how well models can leverage the long-context capabilities for in-context learning in planning.
2406.04520,2406.04520_S009,Self-correction leads to significant model performance drop across all models.
2406.04520,2406.04520_S010,The stronger instruction-tuned models like GPT-4 and Gemini 1.5 Pro could be over-confident towards correcting its own solutions when prompted.
2406.04520,2406.04520_S011,"Models increasingly struggle as the complexity of the problem increases, e.g. an increase in number of people, cities or days in the question."
2406.04520,2406.04520_S012,"Even though recent works have explored the potential of LLM-powered agents in classical planning settings, planning scenarios are not in practical setting and they are not in natural language as they often contains templates."
2406.06608,2406.06608_S001,We define agents to be GenAI systems that serve a user's goals via actions that engage with systems outside the GenAI itself.
2406.06608,2406.06608_S002,"If properly prompted, the LLM could output the string CALC(4,939*.39)."
2406.06608,2406.06608_S003,This output could be extracted and put into a calculator to obtain the final answer.
2406.06608,2406.06608_S004,This is an example of an agent: the LLM outputs text which then uses a downstream tool.
2406.06608,2406.06608_S005,"Agent LLMs may involve a single external system (as above), or they may need to solve the problem of routing, to choose which external system to use."
2406.06608,2406.06608_S006,Such systems also frequently involve memory and planning in addition to actions.
2406.06608,2406.06608_S007,"Examples of agents include LLMs that can make API calls to use external tools like a calculator, LLMs that can output strings that cause actions to be taken in a gym-like environment, and more broadly, LLMs which write and record plans, write and run code, search the internet, and more."
2406.06608,2406.06608_S008,"Modular Reasoning, Knowledge, and Language (MRKL) System is one of the simplest formulations of an agent. It contains a LLM router providing access to multiple tools."
2406.06608,2406.06608_S009,The router can make multiple calls to get information such as weather or the current date. It then combines this information to generate a final response.
2406.06608,2406.06608_S010,"Self-Correcting with Tool-Interactive Critiquing (CRITIC) first generates a response to the prompt, with no external calls."
2406.06608,2406.06608_S011,"Then, the same LLM criticizes this response for possible errors."
2406.06608,2406.06608_S012,"Finally, it uses tools (e.g. Internet search or a code interpreter) accordingly to verify or amend parts of the response."
2406.06608,2406.06608_S013,"Program-aided Language Model (PAL) translates a problem directly into code, which is sent to a Python interpreter to generate an answer."
2406.06608,2406.06608_S014,"Tool-Integrated Reasoning Agent (ToRA) is similar to PAL, but instead of a single code generation step, it interleaves code and reasoning steps for as long as necessary to solve the problem."
2406.06608,2406.06608_S015,"TaskWeaver is also similar to PAL, transforming user requests into code, but can also make use of user-defined plugin."
2406.06608,2406.06608_S016,"Reasoning and Acting (ReAct) generates a thought, takes an action, and receives an observation (and repeats this process) when given a problem to solve."
2406.06608,2406.06608_S017,"All of this information is inserted into the prompt so it has a memory of past thoughts, actions, and observations."
2406.06608,2406.06608_S018,"Reflexion (Shinn et al., 2023) builds on ReAct, adding a layer of introspection."
2406.06608,2406.06608_S019,"It obtains a trajectory of actions and observations, then is given an evaluation of success/failure."
2406.06608,2406.06608_S020,"Then, it generates a reflection on what it did and what went wrong."
2406.06608,2406.06608_S021,"This reflection is added to its prompt as a working memory, and the process repeats."
2406.06608,2406.06608_S022,"Voyager is composed of three parts. First, it proposes tasks for itself to complete in order to learn more about the world."
2406.06608,2406.06608_S023,"Second, it generates code to execute these actions."
2406.06608,2406.06608_S024,"Finally, it saves these actions to be retrieved later when useful, as part of a long-term memory system."
2406.06608,2406.06608_S025,"Ghost in the Minecraft (GITM) starts with an arbitrary goal, breaks it down into subgoals recursively, then iteratively plans and executes actions by producing structured text (e.g. equip(sword)) rather than writing code."
2406.06608,2406.06608_S026,GITM uses an external knowledge base of Minecraft items to assist with decomposition as well as a memory of past experience.
2406.06608,2406.06608_S027,"In the context of GenAI agents, RAG is a paradigm in which information is retrieved from an external source and inserted into the prompt."
2406.06608,2406.06608_S028,"Verify-and-Edit improves on self-consistency by generating multiple chains-of-thought, then selecting some to be edited."
2406.06608,2406.06608_S029,"They do this by retrieving relevant (external) information to the CoTs, and allowing the LLM to augment them accordingly."
2406.06608,2406.06608_S030,"Demonstrate-Search-Predict first decomposes a question into sub-questions, then uses queries to solve them and combine their responses in a final answer."
2406.06608,2406.06608_S031,Interleaved Retrieval guided by Chain-of-Thought (IRCoT) is a technique for multi-hop question answering that interleaves CoT and retrieval.
2406.06608,2406.06608_S032,IRCoT leverages CoT to guide which documents to retrieve and retrieval to help plan the reasoning steps of CoT.
2406.12045,2406.12045_S001,"Agents must (1) interact seamlessly with both humans and programmatic APIs over long horizons to incrementally gather information and resolve intents, (2) accurately adhere to complex policies and rules specific to a task or domain, and (3) maintain consistency and reliability at scale, across millions of interactions."
2406.12045,2406.12045_S002,"When a user wants to change their flight reservation to a different destination airport, the agent needs to gather the required information by interacting with the user, check the airline policies using the guidelines provided, and find new flights and (if possible) rebook the user using complex reservation APIs."
2406.12045,2406.12045_S003,"We propose τ -bench, a benchmark emulating dynamic conversations between a user (simulated by language models) and a language agent provided with domain-specific API tools and policy guidelines."
2406.12045,2406.12045_S004,"Existing benchmarks for language agents often feature simplified instruction-following setups, where the agent autonomously interacts with an environment (web, code terminal, or APIs) given all the information upfront, without any human-in-the-loop interaction and without the need to consult any domain-specific guidelines."
2406.12045,2406.12045_S005,"Our experiments reveal that agents built with simple LM constructs (like function calling or ReAct) perform poorly, highlighting the need for more sophisticated agent architectures."
2406.12045,2406.12045_S006,"Upon analyzing the failure cases, we find that current agents struggle with complex reasoning over databases, understanding and following ad-hoc policies, and handling compound (more than one) requests."
2406.12045,2406.12045_S007,"The agent interacts with both (1) databases (db) via API tools, and (2) a (simulated) user (user) to complete a task."
2406.12045,2406.12045_S008,Each τ -bench domain has several databases and associated APIs.
2406.12045,2406.12045_S009,"When an action is executed on the database, the transition is deterministic and implemented as a Python function."
2406.12045,2406.12045_S010,"Each domain has a policy that explains the domain databases, task procedures, and restrictions for the agent to follow in its interactions."
2406.12045,2406.12045_S011,We use a language model (gpt-4-0613) to simulate a human user interacting with the agent.
2406.12045,2406.12045_S012,The user cannot see the interaction history between the agent and API tools.
2406.12045,2406.12045_S013,The agent can interact with the user using any natural language message.
2406.14711,2406.14711_S001,"The advancement in their capabilities, along with a reduction in parameter size and inference times, has facilitated the use of these models as agents, enabling interactions among multiple models to execute complex tasks."
2406.14711,2406.14711_S002,"In this work, we evaluate the behavior of a network of models collaborating through debate under the influence of an adversary."
2406.14711,2406.14711_S003,"We focus on answering these questions, where models must interact through debate to answer questions or complete tasks."
2406.14711,2406.14711_S004,The evaluation involves a debate between LLMs.
2406.14711,2406.14711_S005,"Initially, the LLMs receive a question and independently provide answers."
2406.14711,2406.14711_S006,Each response is then shared with the other models for reconsideration and revision over several rounds.
2406.14711,2406.14711_S007,"To simulate an adversarial attack, the adversary selects an incorrect answer and tries to persuade the other agents to accept it as correct."
2406.14711,2406.14711_S008,Collaboration via debate is usually vulnerable to an adversary.
2406.14711,2406.14711_S009,"Debate serves as the primary mode of communication among LLMs, using human language for interaction."
2406.14711,2406.14711_S010,"In this protocol, models engage in argumentation to justify their responses to a given question."
2406.14711,2406.14711_S011,"All models are initially presented with the same question, to which each model provides an initial response."
2406.14711,2406.14711_S012,"During the debate rounds, each model receives the responses from the other models and generates updated answers."
2406.14711,2406.14711_S013,"After T rounds, a final answer is selected through a Majority Vote."
2406.14711,2406.14711_S014,The goal of the adversary is to convince other models in the debate to not provide the correct answer.
2406.14711,2406.14711_S015,The adversary is given an incorrect answer and prompted to convince the other agents that it is correct.
2406.14711,2406.14711_S016,"After each round, the adversary is reminded to maintain its answer to avoid being influenced by the group."
2406.14711,2406.14711_S017,The attack is successful if the adversary manages to convince other models to change their answers.
2406.14711,2406.14711_S018,This mechanism generates multiple requests to the adversary LLM (AM ) to produce several completions supporting the adversarial answer.
2406.14711,2406.14711_S019,A preference model (PM ) then ranks these responses.
2406.14711,2406.14711_S020,The response with the highest rank is selected as the most convincing argument.
2406.14884,2406.14884_S001,"LLM-based agents have emerged as promising tools, which are crafted to fulfill complex tasks by iterative planning and action."
2406.14884,2406.14884_S002,"However, these agents are susceptible to undesired planning hallucinations when lacking specific knowledge for expertise-intensive tasks."
2406.14884,2406.14884_S003,"To address this, preliminary attempts are made to enhance planning reliability by incorporating external workflow-related knowledge."
2406.14884,2406.14884_S004,The agent is provided with workflow knowledge in various formats and prompted to plan the next action.
2406.14884,2406.14884_S005,LLMs can exhibit uncontrollable actions that conflict with task knowledge and such adverse effects obstruct their practical application in knowledge-intensive tasks.
2406.14884,2406.14884_S006,KnowAgent employs the explicit action knowledge summarized in natural language format to regulate the planning trajectory.
2406.14884,2406.14884_S007,ProAgent enhances the efficiency of complex tasks through control flows described in Python code.
2406.14884,2406.14884_S008,"Early approaches strive to improve the consecutive reasoning ability of LLMs, where LLMs are prompted to engage in progressive and comprehensive thinking, such as Chain of Thought (CoT), ReAct, and Tree of Thought."
2406.14884,2406.14884_S009,"We generalize this to a more realistic setting of multi-turn interactions, allowing users to incrementally refine and modify their requirements through ongoing conversations with the agent."
2406.14884,2406.14884_S010,"Upon receiving feedback ei from the external environment and conversational input ui from the user, the agent is expected to harness both its built-in parametric commonsense θ and external workflow knowledge base B to map out an action plan ai+1 and provide a conversational reply ri+1 to the user."
2406.14884,2406.14884_S011,"After T turns of such sequential planning, we expect the agent Mθ to successfully accomplish the user's tasks by formulating a correct action plan trajectory and a satisfactory response."
2406.14884,2406.14884_S012,Static turn-level evaluation that focuses on single-step planning.
2406.14884,2406.14884_S013,Dynamical session-level evaluation that simulates sequential planning.
2407.14414,2407.14414_S001,Language models can be used to solve long-horizon planning problems in two distinct modes.
2407.14414,2407.14414_S002,"In a fast 'System-1' mode, models directly generate plans without any explicit search or backtracking, and in a slow 'System-2' mode, they plan step-by-step by explicitly searching over possible actions."
2407.14414,2407.14414_S003,"Based on a user-specified hybridization factor x governing the degree to which the system uses System-1 vs. System-2, the controller decomposes a planning problem into sub-goals, and classifies them as easy or hard to be solved by either System-1 or System-2, respectively."
2407.14414,2407.14414_S004,"Given a Maze Navigation task, a System-1 Planner directly generates a plan as a sequence of steps without search, thus making it fast but inaccurate."
2407.14414,2407.14414_S005,A System-2 Planner performs search before generating a plan and hence is more accurate but much slower.
2407.14414,2407.14414_S006,"Our System-1.x Planner generates hybrid plans, where the level of hybridization is controlled by a user-defined hyperparameter."
2407.14414,2407.14414_S007,"Hybrid plans balance System-1 sub-plans for easier sub-goals and System-2 sub-plans for harder ones, making System-1.x fast, accurate, and controllable."
2407.14414,2407.14414_S008,We use the term System-1 Planner to denote any planner that directly generates a plan as a sequence of actions without conducting any explicit exploration or search.
2407.14414,2407.14414_S009,We use this term to denote planners that do conduct explicit search before generating a plan.
2407.14414,2407.14414_S010,"A model-based System-2 Planner, within the scope of this study, will specifically refer to an LLM trained to verbalize search trajectories before generating a plan."
2407.14414,2407.14414_S011,"System-1.x is composed of three trained components: (1) a controller that decomposes a planning problem into easier and harder sub-goals, (2) a System-1 Planner that solves the easier sub-goals without any explicit search or exploration, and (3) a System-2 Planner that solves the harder sub-goals by deliberately searching over possible actions."
2407.14414,2407.14414_S012,"By intelligently allocating more resources to harder sub-goals, System-1.x is able to save its System-2 budget for cases where it is necessary."
2407.14414,2407.14414_S013,"System-1.x also generalizes to different search algorithms (BFS, DFS, A∗ ) and exhibits exploration behavior that closely resembles the corresponding algorithm it is trained on."
2407.14507,2407.14507_S001,"Studies prefixed with Self- such as Self-Consistency, Self-Improve, and Self-Refine have been initiated."
2407.14507,2407.14507_S002,They share a commonality: involving LLMs evaluating and updating themselves.
2407.14507,2407.14507_S003,"Internal consistency refers to the consistency in expressions among LLMs' latent, decoding, or response layers based on sampling methodologies."
2407.14507,2407.14507_S004,This framework consists of two modules: Self-Evaluation and Self-Update.
2407.14507,2407.14507_S005,"The former captures internal consistency signals, while the latter leverages the signals to enhance either the model's response or the model itself."
2407.14507,2407.14507_S006,"Internal Consistency Mining refers to developing methods at the response, decoding, or latent level to ensure Large Language Models consistently express their understanding learned from the corpus."
2407.14507,2407.14507_S007,"Another example is Self-Contradict, which induces models to generate diverse content and checks for contradictions (Self-Evaluation), allowing the model to resolve contradictions autonomously (Self-Update) to reduce hallucinations."
2407.14507,2407.14507_S008,"Moreover, during Self-Evaluation, it is possible to not only inspect the model's responses but also examine its logits and the latent states."
2407.14507,2407.14507_S009,"There are various options for updating as well, such as adding, deleting, merging, and looping responses; establishing decoding strategies aimed at consistency; and activating authenticity in latent states."
2407.14507,2407.14507_S010,We refer to the combination of Self-Evaluation and Self-Update as Self-Feedback.
2407.18418,2407.18418_S001,"Abstention, the refusal of large language models (LLMs) to provide an answer, is increasingly recognized for its potential to mitigate hallucinations and enhance safety in LLM systems."
2407.18418,2407.18418_S002,"Current methods to encourage abstention typically rely on calibration techniques, including linguistic calibration, which aim to accurately and consistently estimate a model's confidence in its response, then arrange for the model to abstain if the confidence score for a given response falls below some threshold."
2407.18418,2407.18418_S003,We define abstention as the refusal to answer a query.
2407.18418,2407.18418_S004,"When a model fully abstains, it may begin a response with I don't know or refuse to answer in another way."
2407.18418,2407.18418_S005,"In reality, abstention encompasses a spectrum of behaviors, e.g., expressing uncertainty, providing conflicting conclusions, or refusing due to potential harm are all forms of abstention."
2407.18418,2407.18418_S006,"Partial abstention may involve both answering and abstention, such as self-contradictory responses, e.g., I can't answer the question, but I suppose the answer might be..."
2407.18418,2407.18418_S007,"We adopt the definition of five major types of expressions from prior work, indicating that the model (i) cannot assist; (ii) refutes the query; (iii) provides multiple perspectives without expressing preference; (iv) perceives risk associated with the query and answers cautiously with a disclaimer; and (v) refuses to offer concrete answers due to the lack of knowledge or certainty."
2407.18418,2407.18418_S008,"The query perspective focuses on the nature of the input—whether the query is ambiguous or incomplete, beyond what any human or model could possibly know, there is irrelevant or insufficient context to answer, or there are knowledge conflicts."
2407.18418,2407.18418_S009,"The model knowledge perspective examines the capabilities of the AI model itself, including its design, training, and inherent biases."
2407.18418,2407.18418_S010,"For any given query, the system should abstain if the model is insufficiently confident about the correctness of output or has a high probability of returning an incorrect output."
2407.18418,2407.18418_S011,"A system should abstain if asked for personal opinions or values (i.e., the query anthropomorphizes the model), or if the query or response may compromise safety, privacy, fairness, or other values."
2407.18418,2407.18418_S012,"Some existing systems use threshold-based mechanisms to convert partial abstention behaviors into binary decisions, such as full compliance or full refusal."
2407.18961,2407.18961_S001,Recent advances in large language models (LLMs) have increased the demand for comprehensive benchmarks to evaluate their capabilities as human-like agents.
2407.18961,2407.18961_S002,"It evaluates models across five domains, including Tool-use, Directed Acyclic Graph (DAG) QA, Data Science and Machine Learning coding, Contest-level programming and Mathematics, and covers five essential capabilities: Understanding, Reasoning, Planning, Problem-solving, and Self-correction."
2407.18961,2407.18961_S003,"Particularly, one promising direction along this evolution is the ability of LLMs to perform as human-like agents, i.e., understand complex contexts, reason and plan with complicated logic, make decisions, and utilize tools effectively."
2407.18961,2407.18961_S004,"By emphasizing task completion, existing benchmarks often obscure whether a failure stems from a lack of comprehension, reasoning, or calculation error."
2407.18961,2407.18961_S005,"We develop MMAU by identifing five essential capabilities: Understanding, Reasoning, Planning, Problem-solving and Self-correction across five domains."
2407.18961,2407.18961_S006,"One pioneering work is Auto-GPT, which uses a language model as an AI agent that can break down goals into actionable steps with the aid of auxiliary tools."
2407.18961,2407.18961_S007,"Frameworks like AutoGen, LangChain, Camel, AGENTS, AutoAgents, and XAgent have explored different approaches to enable communicative agents to collaborate autonomously, facilitate practical applications, ensure control and customization, dynamically generate specialized agents, and manage complex tasks effectively."
2408.06327,2408.06327_S001,"Large Multimodal Models (LMMs) have ushered in a new era in artificial intelligence, merging capabilities in both language and vision to form highly capable Visual Foundation Agents."
2408.06327,2408.06327_S002,"Each VAB task is assessed through interactive evaluation, where LMMs engage directly with the environment, and their performance is measured by specific judge functions."
2408.06327,2408.06327_S003,"Notably, these models have demonstrated potential as intelligent agents, addressing a broad spectrum of real-world challenges."
2408.06327,2408.06327_S004,"LMMs, in particular, enhance the capabilities of these agents by integrating visual inputs, thereby expanding the scope of intelligent agent applications."
2408.06327,2408.06327_S005,"These agents, especially those powered by LMMs, are envisioned to excel in multitask environments without the need for task-specific fine-tuning, a paradigm already set by LLM-based language agents."
2408.06327,2408.06327_S006,"VAB constructs a trajectory training set constructed through hybrid methods including Program-based Solvers, LMM Agent Bootstrapping, and Human Demonstrations, promoting substantial performance improvements in LMMs through behavior cloning."
2408.06327,2408.06327_S007,"Top proprietary LMMs, such as gpt-4o, are solving 36.2% of challenging problems with mere prompting."
2408.08435,2408.08435_S001,"Researchers are investing substantial effort in developing powerful general-purpose agents, wherein Foundation Models are used as modules within agentic systems (e.g. Chain-of-Thought, Self-Reflection, Toolformer)."
2408.08435,2408.08435_S002,"We describe a newly forming research area, Automated Design of Agentic Systems (ADAS), which aims to automatically create powerful agentic system designs, including inventing novel building blocks and/or combining them in new ways."
2408.08435,2408.08435_S003,We further demonstrate that there is an unexplored yet promising approach within ADAS where agents can be defined in code and new agents can be automatically discovered by a meta agent programming ever better ones in code.
2408.08435,2408.08435_S004,"Given that most programming languages are Turing Complete, this approach theoretically enables the learning of any possible agentic system: including novel prompts, tool use, workflows, and combinations thereof."
2408.08435,2408.08435_S005,"We present a simple yet effective algorithm named Meta Agent Search to demonstrate this idea, where a meta agent iteratively programs interesting new agents based on an ever-growing archive of previous discoveries."
2408.08435,2408.08435_S006,Solving problems reliably often requires an agent to be a compound agentic system with multiple components instead of a monolithic model query.
2408.08435,2408.08435_S007,"Additionally, to enable agents to solve complex real-world tasks, they often need access to external tools such as search engines, code execution, and database queries."
2408.08435,2408.08435_S008,"Many effective building blocks of agentic systems have been proposed, such as chain-of-thought planning and reasoning, memory structures, tool use, and self-reflection."
2408.08435,2408.08435_S009,"In our algorithm, we instruct the meta agent to iteratively program new agents, test their performance on tasks, add them to an archive of discovered agents, and use this archive to inform the meta agent in subsequent iterations."
2408.15658,2408.15658_S001,"CoT-SelfEvolve iteratively and automatically refines code through a self-correcting process, guided by a chain of thought constructed from real-world programming problem feedback."
2408.15658,2408.15658_S002,"Code generated by LLMs can often be inaccurate or exhibit hallucinations, necessitating tasks closely related to code debugging and software repair."
2408.15658,2408.15658_S003,"Recent research has begun to explore the concept of self-correcting LLMs, where the models iteratively improve upon their own outputs through feedback loops and refinement processes."
2408.15658,2408.15658_S004,The process begins with an AI model generating an initial code snippet based on a given input or prompt.
2408.15658,2408.15658_S005,"Once the initial code is generated, it undergoes evaluation, which identifies errors, or areas for improvement in the generated code."
2408.15658,2408.15658_S006,The AI model incorporates the feedback from the evaluation step into its learning process.
2408.15658,2408.15658_S007,"The AI model iterates on its initial output, making adjustments and improvements."
2408.15658,2408.15658_S008,"This process may involve re-generating parts of the code, optimizing algorithms, fixing bugs, or enhancing readability."
2408.15658,2408.15658_S009,"Some methods leverage unit tests, code execution traces, or formal verification techniques to provide the evaluation to the model, guiding it toward a correct solution."
2408.15658,2408.15658_S010,"By adopting Chain of Thought (CoT) patterns, the learning process of LLMs can mimic the way developers discuss and tackle complex problems incrementally, rather than attempting to solve them all at once."
2409.03793,2409.03793_S001,"AI agents, specifically powered by large language models, have demonstrated exceptional capabilities in various applications where precision and efficacy are necessary."
2409.03793,2409.03793_S002,"However, these agents come with inherent risks, including the potential for unsafe or biased actions, vulnerability to adversarial attacks, lack of transparency, and tendency to generate hallucinations."
2409.03793,2409.03793_S003,"We propose and evaluate three frameworks to enhance safety protocols in AI agent systems: an LLM-powered input-output filter, a safety agent integrated within the system, and a hierarchical delegation-based system with embedded safety checks."
2409.03793,2409.03793_S004,Agents can be leveraged to enhance malicious activity with their automation and potential execution of harmful tasks.
2409.03793,2409.03793_S005,"Contextualized with Large Language Models and AI, a multi-agent system contains multiple AI agents, each powered by LLMs, that collaborate to produce an output."
2409.03793,2409.03793_S006,"These systems execute complex tasks, make decisions, and interact with their environment."
2409.03793,2409.03793_S007,"These systems can be enhanced by providing them with tools, data, and memory capabilities."
2409.03793,2409.03793_S008,Jailbreaking is essentially crafting a prompt in a way that bypasses the built-in safety filters and cautions to provide an unsafe output.
2409.03793,2409.03793_S009,"When given an input, the safety LLM checks this input against the various categories presented previously and for the general safety of the prompt."
2409.03793,2409.03793_S010,"If deemed safe, the prompt is fed to the agent system which then processes it."
2409.12183,2409.12183_S001,Chain-of-thought (CoT) via prompting is the de facto method for eliciting reasoning capabilities from large language models (LLMs).
2409.12183,2409.12183_S002,"Our results show that CoT gives strong performance benefits primarily on tasks involving math or logic, with much smaller gains on other types of tasks."
2409.12183,2409.12183_S003,"On MMLU, directly generating the answer without CoT leads to almost identical accuracy as CoT unless the question or model's response contains an equals sign, indicating symbolic operations and reasoning."
2409.12183,2409.12183_S004,"Following this finding, we analyze the behavior of CoT on these problems by separating planning and execution and comparing against tool-augmented LLMs."
2409.12183,2409.12183_S005,"Much of CoT's gain comes from improving symbolic execution, but it underperforms relative to using a symbolic solver."
2409.12183,2409.12183_S006,"CoT only helps substantially on problems requiring mathematical, logical, or algorithmic reasoning."
2409.12183,2409.12183_S007,"The math and formal logical reasoning datasets we consider can be broken down into two stages of processing: a planning step (e.g., parsing a problem into equations) and an execution step (building intermediate outputs and working towards a solution)."
2409.12183,2409.12183_S008,"CoT primarily helps with the execution step that performs computation and symbolic manipulation, but falls short of what LLMs with tool augmentation can do."
2409.12183,2409.12183_S009,We find that LMs prompted with CoT can generate executable formal solution plans and execute those plans better than direct answering.
2409.12183,2409.12183_S010,But using LMs to generate a solution plan and then using an external symbolic solver to solve the plan outperforms using CoT for both steps for these tasks.
2409.12183,2409.12183_S011,A chain of thought is a longer sequence y including other tokens beyond the answer.
2409.12183,2409.12183_S012,"For eliciting CoT, this includes strategies like telling a model to think step by step."
2409.15915,2409.15915_S001,"Large Language Models (LLMs) have shown promise in solving natural language-described planning tasks, but their direct use often leads to inconsistent reasoning and hallucination."
2409.15915,2409.15915_S002,"While hybrid LLM-symbolic planning pipelines have emerged as a more robust alternative, they typically require extensive expert intervention to refine and validate generated action schemas."
2409.15915,2409.15915_S003,"We propose a novel approach that constructs an action schema library to generate multiple candidates, accounting for the diverse possible interpretations of natural language descriptions."
2409.15915,2409.15915_S004,We further introduce a semantic validation and ranking module that automatically filter and rank the generated schemas and plans without expert-in-the-loop.
2409.15915,2409.15915_S005,"To improve the soundness of generated plans, a hybrid LLM-symbolic planning pipeline has emerged."
2409.15915,2409.15915_S006,"Instead of relying solely on LLMs to generate sequences of action plans through in-context learning, this pipeline begins by leveraging LLMs to extract abstract symbolic action specifications from natural language descriptions, known as action schemas."
2409.15915,2409.15915_S007,These schemas define the essential components of an action in a structured format understandable by symbolic planners.
2409.15915,2409.15915_S008,"Once these schemas are generated, a classical planner can take over to search for feasible plans that fulfill the task specifications."
2409.15915,2409.15915_S009,"CoT prompts the model to generate a series of intermediate reasoning steps before arriving at the final answer, resulting in more coherent and logically sound reasoning."
2409.15915,2409.15915_S010,"Yao et al. (2024) proposed Tree-of-Thought (ToT) framework, which explores multiple reasoning pathways, generating diverse plans and ranking them based on self-verification heuristics."
2409.15915,2409.15915_S011,"These heuristics are verbalized confidence scores produced by LLMs themselves, a method supported by studies showing that LLMs are effective as zero-shot ranking models."
2410.01926,2410.01926_S001,"We introduce MARPLE, a benchmark for evaluating long-horizon inference capabilities using multi-modal evidence."
2410.01926,2410.01926_S002,"Our benchmark features agents interacting with simulated households, supporting vision, language, and auditory stimuli, as well as procedurally generated environments and agent behaviors."
2410.01926,2410.01926_S003,We ask AI models and human participants to infer which agent caused a change in the environment based on a step-by-step replay of what actually happened.
2410.01926,2410.01926_S004,The goal is to correctly identify the culprit as early as possible.
2410.01926,2410.01926_S005,"Compared to humans, traditional inference models are less robust and performant, while GPT-4 has difficulty comprehending environmental changes."
2410.01926,2410.01926_S006,"The inference problem requires choosing the correct agent from two potential suspects, given knowledge about their prior behaviors and the state of the environment."
2410.01926,2410.01926_S007,"We extend Mini-BEHAVIOR to support autonomous agents using hierarchical planners whose simulated interactions with the environment generate multimodal evidence (vision, language, and audio)."
2410.01926,2410.01926_S008,The first baseline uses traditional Monte Carlo tree search with learned agent models.
2410.01926,2410.01926_S009,The second baseline is a language model (GPT-4).
2410.01926,2410.01926_S010,"The first baseline struggles to accurately predict future states and generalize to new environments, while the second one fails to reason correctly about changes in the environment."
2410.03524,2410.03524_S001,The recently released OpenAI GPT Code Interpreter and multi-agent frameworks such as AutoGen have demonstrated remarkable proficiency of integrating code generation and execution to solve complex tasks using LLMs.
2410.03524,2410.03524_S002,"Recent OpenAI GPT models address this issue by augmenting the Code Interpreter (CI) function, where models are trained to use an integrated coding platform as part of their reasoning."
2410.03524,2410.03524_S003,"Once the model generates code, the platform executes it and returns the results for further processing."
2410.03524,2410.03524_S004,This iterative process of generating code and text continues until the final answer is reached.
2410.03524,2410.03524_S005,"In addition to GPT CI, multi-agent frameworks like AutoGen query the LLM itself, using a specific system prompt to decide when to generate code, which is then executed based on predefined rules."
2410.03524,2410.03524_S006,GPT-4o CI tends to handle simple Number Multiplying tasks with text and complex tasks with code.
2410.03524,2410.03524_S007,"However, it often fails with medium-difficulty questions, where it is overconfident and chooses not to use code when needed."
